"pkmnSpeciesId","orderNum","name","baseCatchRate","baseEggCycle","generationId","genderRatioId","growthRateId","speciesTypeId1","speciesTypeId2","habitatId","palParkAreaId","IQGroup","bodySize","recruitChance1","recruitChance2","recruitChance3","stage","familySpeciesId","formCount","evolutionCount","preEvolutionCount"
"236","118","Tyrogue","75","25","2","8","2","4",NULL,"8","3","C","1","-24","144",NULL,"1","236","1","3","0"
"237","121","Hitmontop","45","25","2","8","2",NULL,NULL,"8","3","C","1","-24","82",NULL,"2","236","1","0","1"
"238","148","Smoochum","45","25","2","2","2","4",NULL,"8","2","G","1","-24","16",NULL,"1","238","1","1","0"
"239","150","Elekid","45","25","2","6","2","4",NULL,"3","3","C","1","-24","144",NULL,"1","239","1","1","0"
"240","153","Magby","45","25","2","6","2","4",NULL,"4","3","C","1","-24","108",NULL,"1","240","1","1","0"
"241","280","Miltank","45","20","2","2","1",NULL,NULL,"3","2","H","1","-24","169",NULL,"1","241","1","0","0"
"242","131","Blissey","30","40","2","2","3",NULL,NULL,"8","2","H","1","-24","169",NULL,"3","440","1","0","1"
"243","281","Raikou","3","80","2","1","1","7",NULL,"3","3","D","2","1000",NULL,NULL,"1","243","1","0","0"
"244","282","Entei","3","80","2","1","1","7",NULL,"3","3","D","2","1000",NULL,NULL,"1","244","1","0","0"
"245","283","Suicune","3","80","2","1","1","7",NULL,"3","3","D","2","1000",NULL,NULL,"1","245","1","0","0"
"246","284","Larvitar","45","40","2","5","1","6",NULL,"4","3","C","1","-24","82",NULL,"1","246","1","1","0"
"247","285","Pupitar","45","40","2","5","1","6",NULL,"4","3","C","1","-24","108",NULL,"2","246","1","1","1"
"248","286","Tyranitar","45","40","2","5","1","6",NULL,"4","3","C","1","-24","64",NULL,"3","246","2","0","1"
"249","287","Lugia","3","120","2","1","1","7",NULL,"5","3","F","4","1000",NULL,NULL,"1","249","2","0","0"
"250","288","Ho-Oh","3","120","2","1","1","7",NULL,"5","3","D","4","1000",NULL,NULL,"1","250","1","0","0"
"251","289","Celebi","45","120","2","1","4","8",NULL,"2","1","B","1","1000",NULL,"-888","1","251","1","0","0"
"252","290","Treecko","45","20","3","7","4","1",NULL,"2","1","D","1","-24","169",NULL,"1","252","1","1","0"
"253","291","Grovyle","45","20","3","7","4","1",NULL,"2","1","D","1","-24","107",NULL,"2","252","1","1","1"
"254","292","Sceptile","45","20","3","7","4","1",NULL,"2","1","D","1","-24","107",NULL,"3","252","2","0","1"
"255","293","Torchic","45","20","3","7","4","2",NULL,"3","2","C","1","-24","169",NULL,"1","255","1","1","0"
"256","294","Combusken","45","20","3","7","4","2",NULL,"3","2","C","1","-24","82",NULL,"2","255","1","1","1"
"257","295","Blaziken","45","20","3","7","4","2",NULL,"3","2","C","1","-24","64",NULL,"3","255","2","0","1"
"258","296","Mudkip","45","20","3","7","4","3",NULL,"9","4","F","1","-24","82",NULL,"1","258","1","1","0"
"259","297","Marshtomp","45","20","3","7","4","3",NULL,"9","4","F","1","-24","82",NULL,"2","258","1","1","1"
"260","298","Swampert","45","20","3","7","4","3",NULL,"9","4","F","1","-24","64",NULL,"3","258","2","0","1"
"261","299","Poochyena","255","15","3","5","2",NULL,NULL,"3","2","D","1","-24","144",NULL,"1","261","1","1","0"
"262","300","Mightyena","127","15","3","5","2",NULL,NULL,"3","2","D","1","-24","108",NULL,"2","261","1","0","1"
"263","301","Zigzagoon","255","15","3","5","2",NULL,NULL,"3","2","D","1","-24","144",NULL,"1","263","2","1","0"
"264","302","Linoone","90","15","3","5","2",NULL,NULL,"3","2","D","1","-24","144",NULL,"2","263","2","1","1"
"265","304","Wurmple","255","15","3","5","2",NULL,NULL,"2","1","A","1","-24","144",NULL,"1","265","1","2","0"
"266","305","Silcoon","120","15","3","5","2",NULL,NULL,"2","1","A","1","-24","144",NULL,"2","265","1","1","1"
"267","306","Beautifly","45","15","3","5","2",NULL,NULL,"2","1","A","1","-24","82",NULL,"3","265","1","0","1"
"268","307","Cascoon","120","15","3","5","2",NULL,NULL,"2","1","A","1","-24","144",NULL,"2","265","1","1","1"
"269","308","Dustox","45","15","3","5","2",NULL,NULL,"2","1","A","1","-24","144",NULL,"3","265","1","0","1"
"270","309","Lotad","255","15","3","5","4",NULL,NULL,"9","4","G","1","-24","82",NULL,"1","270","1","1","0"
"271","310","Lombre","120","15","3","5","4",NULL,NULL,"9","4","G","1","-24","82",NULL,"2","270","1","1","1"
"272","311","Ludicolo","45","15","3","5","4",NULL,NULL,"9","4","G","1","-24","82",NULL,"3","270","1","0","1"
"273","312","Seedot","255","15","3","5","4",NULL,NULL,"2","1","C","1","-24","108",NULL,"1","273","1","1","0"
"274","313","Nuzleaf","120","15","3","5","4",NULL,NULL,"2","1","C","1","-24","108",NULL,"2","273","1","1","1"
"275","314","Shiftry","45","15","3","5","4",NULL,NULL,"2","1","C","1","-24","82",NULL,"3","273","1","0","1"
"276","315","Taillow","200","15","3","5","4",NULL,NULL,"3","2","D","1","-24","82",NULL,"1","276","1","1","0"
"277","316","Swellow","45","15","3","5","4",NULL,NULL,"3","2","D","1","-24","82",NULL,"2","276","1","0","1"
"278","317","Wingull","190","20","3","5","2",NULL,NULL,"7","5","D","1","-24","82",NULL,"1","278","1","1","0"
"279","318","Pelipper","45","20","3","5","2",NULL,NULL,"7","5","D","1","-24","107",NULL,"2","278","1","0","1"
"280","319","Ralts","235","20","3","5","1",NULL,NULL,"8","2","F","1","-24","16",NULL,"1","280","1","1","0"
"281","320","Kirlia","120","20","3","5","1",NULL,NULL,"8","2","F","1","-24","82",NULL,"2","280","1","2","1"
"282","321","Gardevoir","45","20","3","5","1",NULL,NULL,"8","2","F","1","-24","169",NULL,"3","280","2","0","1"
"283","323","Surskit","200","15","3","5","2",NULL,NULL,"9","4","D","1","-24","82",NULL,"1","283","1","1","0"
"284","324","Masquerain","75","15","3","5","2",NULL,NULL,"9","4","D","1","-24","108",NULL,"2","283","1","0","1"
"285","325","Shroomish","255","15","3","5","6",NULL,NULL,"2","1","C","1","-24","144",NULL,"1","285","1","1","0"
"286","326","Breloom","90","15","3","5","6",NULL,NULL,"2","1","C","1","-24","108",NULL,"2","285","1","0","1"
"287","327","Slakoth","255","15","3","5","1",NULL,NULL,"2","1","C","1","-24","144",NULL,"1","287","1","1","0"
"288","328","Vigoroth","120","15","3","5","1",NULL,NULL,"2","1","C","1","-24","108",NULL,"2","287","1","1","1"
"289","329","Slaking","45","15","3","5","1",NULL,NULL,"2","1","C","1","-24","108",NULL,"3","287","1","0","1"
"290","330","Nincada","255","15","3","5","5",NULL,NULL,"2","1","D","1","-24","108",NULL,"1","290","1","2","0"
"291","331","Ninjask","120","15","3","5","5",NULL,NULL,"2","1","D","1","-24","82",NULL,"2","290","1","0","1"
"292","332","Shedinja","45","15","3","1","5",NULL,NULL,"2","1","D","1","-250","-250",NULL,"2","290","1","0","1"
"293","333","Whismur","190","20","3","5","4",NULL,NULL,"1","3","B","1","-24","82",NULL,"1","293","1","1","0"
"294","334","Loudred","120","20","3","5","4",NULL,NULL,"1","3","B","1","-24","82",NULL,"2","293","1","1","1"
"295","335","Exploud","45","20","3","5","4",NULL,NULL,"1","3","B","1","-24","107",NULL,"3","293","1","0","1"
"296","336","Makuhita","180","20","3","6","6",NULL,NULL,"4","3","E","1","-24","82",NULL,"1","296","1","1","0"
"297","337","Hariyama","200","20","3","6","6",NULL,NULL,"4","3","E","1","-24","64",NULL,"2","296","1","0","1"
"298","216","Azurill","150","10","3","4","3","4",NULL,"9","4","D","1","-24","108",NULL,"1","298","1","1","0"
"299","338","Nosepass","255","20","3","5","2",NULL,NULL,"1","3","E","1","-24","108",NULL,"1","299","1","1","0"
"300","340","Skitty","255","15","3","4","3",NULL,NULL,"2","2","G","1","-24","169",NULL,"1","300","1","1","0"
"301","341","Delcatty","60","15","3","4","3",NULL,NULL,"2","2","G","1","-24","82",NULL,"2","300","1","0","1"
"302","342","Sableye","45","25","3","5","4",NULL,NULL,"1","3","C","1","-24","82",NULL,"1","302","2","0","0"
"303","343","Mawile","45","20","3","5","3",NULL,NULL,"1","3","C","1","-24","108",NULL,"1","303","2","0","0"
"304","344","Aron","180","35","3","5","1",NULL,NULL,"4","3","E","1","-24","144",NULL,"1","304","1","1","0"
"305","345","Lairon","90","35","3","5","1",NULL,NULL,"4","3","E","1","-24","108",NULL,"2","304","1","1","1"
"306","346","Aggron","45","35","3","5","1",NULL,NULL,"4","3","E","1","-24","107",NULL,"3","304","2","0","1"
"307","347","Meditite","180","20","3","5","2",NULL,NULL,"4","3","C","1","-24","144",NULL,"1","307","1","1","0"
"308","348","Medicham","90","20","3","5","2",NULL,NULL,"4","3","C","1","-24","144",NULL,"2","307","2","0","1"
"309","349","Electrike","120","20","3","5","1",NULL,NULL,"3","2","F","1","-24","108",NULL,"1","309","1","1","0"
"310","350","Manectric","45","20","3","5","1",NULL,NULL,"3","2","F","1","-24","108",NULL,"2","309","2","0","1"
"311","351","Plusle","200","20","3","5","2",NULL,NULL,"3","2","B","1","-24","144",NULL,"1","311","1","0","0"
"312","352","Minun","200","20","3","5","2",NULL,NULL,"3","2","B","1","-24","144",NULL,"1","312","1","0","0"
"313","353","Volbeat","150","15","3","8","5",NULL,NULL,"2","3","F","1","-24","82",NULL,"1","313","1","0","0"
"314","354","Illumise","150","15","3","2","6",NULL,NULL,"2","3","F","1","-24","108",NULL,"1","314","1","0","0"
"315","356","Roselia","150","20","3","5","4",NULL,NULL,"3","2","H","1","-24","108",NULL,"2","406","1","1","1"
"316","358","Gulpin","225","20","3","5","6",NULL,NULL,"3","1","G","1","-24","82",NULL,"1","316","1","1","0"
"317","359","Swalot","75","20","3","5","6",NULL,NULL,"3","1","G","1","-24","107",NULL,"2","316","1","0","1"
"318","360","Carvanha","225","20","3","5","1",NULL,NULL,"7","5","G","1","-24","82",NULL,"1","318","1","1","0"
"319","361","Sharpedo","60","20","3","5","1",NULL,NULL,"7","5","G","1","-24","82",NULL,"2","318","2","0","1"
"320","362","Wailmer","125","40","3","5","6",NULL,NULL,"7","5","E","1","-24","82",NULL,"1","320","1","1","0"
"321","363","Wailord","60","40","3","5","6",NULL,NULL,"7","5","E","4","-24","82",NULL,"2","320","1","0","1"
"322","364","Numel","255","20","3","5","2",NULL,NULL,"4","3","E","1","-24","108",NULL,"1","322","1","1","0"
"323","365","Camerupt","150","20","3","5","2",NULL,NULL,"4","3","E","1","-24","82",NULL,"2","322","2","0","1"
"324","366","Torkoal","90","20","3","5","2",NULL,NULL,"4","3","E","1","-24","108",NULL,"1","324","1","0","0"
"325","367","Spoink","255","20","3","5","3",NULL,NULL,"4","2","F","1","-24","82",NULL,"1","325","1","1","0"
"326","368","Grumpig","60","20","3","5","3",NULL,NULL,"4","2","F","1","-24","82",NULL,"2","325","1","0","1"
"327","369","Spinda","255","15","3","5","3",NULL,NULL,"4","2","G","1","-24","108","-64","1","327","1","0","0"
"328","370","Trapinch","255","20","3","5","4",NULL,NULL,"6","3","D","1","-24","144",NULL,"1","328","1","1","0"
"329","371","Vibrava","120","20","3","5","4",NULL,NULL,"6","3","D","1","-24","82",NULL,"2","328","1","1","1"
"330","372","Flygon","45","20","3","5","4",NULL,NULL,"6","3","D","1","-24","-22",NULL,"3","328","1","0","1"
"331","373","Cacnea","190","20","3","5","4",NULL,NULL,"6","3","C","1","-24","108",NULL,"1","331","1","1","0"
"332","374","Cacturne","60","20","3","5","4",NULL,NULL,"6","3","C","1","-24","108",NULL,"2","331","1","0","1"
"333","375","Swablu","255","20","3","5","5",NULL,NULL,"2","2","H","1","-24","108",NULL,"1","333","1","1","0"
"334","376","Altaria","45","20","3","5","5",NULL,NULL,"2","2","H","1","-24","108","-64","2","333","2","0","1"
"335","377","Zangoose","90","20","3","5","5",NULL,NULL,"3","2","C","1","-24","108","-64","1","335","1","0","0"
"336","378","Seviper","90","20","3","5","6",NULL,NULL,"3","1","C","1","-24","108",NULL,"1","336","1","0","0"
"337","379","Lunatone","45","25","3","1","3",NULL,NULL,"1","3","F","1","-24","108",NULL,"1","337","1","0","0"
"338","380","Solrock","45","25","3","1","3",NULL,NULL,"1","3","F","1","-24","108",NULL,"1","338","1","0","0"
"339","381","Barboach","190","20","3","5","2",NULL,NULL,"9","4","B","1","-24","82",NULL,"1","339","1","1","0"
"340","382","Whiscash","75","20","3","5","2",NULL,NULL,"9","4","B","1","-24","82",NULL,"2","339","1","0","1"
"341","383","Corphish","205","15","3","5","6",NULL,NULL,"9","4","B","1","-24","82",NULL,"1","341","1","1","0"
"342","384","Crawdaunt","155","15","3","5","6",NULL,NULL,"9","4","B","1","-24","82",NULL,"2","341","1","0","1"
"343","385","Baltoy","255","20","3","1","2",NULL,NULL,"6","3","F","1","-24","144",NULL,"1","343","1","1","0"
"344","386","Claydol","90","20","3","1","2",NULL,NULL,"6","3","F","1","-24","108",NULL,"2","343","1","0","1"
"345","387","Lileep","45","30","3","7","5","5",NULL,"7","5","F","1","-24","16",NULL,"1","345","1","1","0"
"346","388","Cradily","45","30","3","7","5","5",NULL,"7","5","F","1","-24","16",NULL,"2","345","1","0","1"
"347","389","Anorith","45","30","3","7","5","5",NULL,"9","5","E","1","-24","82",NULL,"1","347","1","1","0"
"348","390","Armaldo","45","30","3","7","5","5",NULL,"9","5","E","1","-24","82",NULL,"2","347","1","0","1"
"349","391","Feebas","255","20","3","5","5",NULL,NULL,"9","5","H","1","-24","82",NULL,"1","349","1","1","0"
"350","392","Milotic","60","20","3","5","5",NULL,NULL,"9","5","H","4","-24","107",NULL,"2","349","1","0","1"
"351","393","Castform","45","25","3","5","2",NULL,NULL,"3","2","G","4","-24","82",NULL,"1","351","4","0","0"
"352","394","Kecleon","200","20","3","5","4",NULL,NULL,"2","1","G","1","-500","169",NULL,"1","352","1","0","0"
"353","395","Shuppet","225","25","3","5","3",NULL,NULL,"8","1","F","1","-24","108",NULL,"1","353","1","1","0"
"354","396","Banette","45","25","3","5","3",NULL,NULL,"8","1","F","1","-24","82",NULL,"2","353","2","0","1"
"355","397","Duskull","190","25","3","5","3",NULL,NULL,"2","1","F","1","-24","108",NULL,"1","355","1","1","0"
"356","398","Dusclops","90","25","3","5","3",NULL,NULL,"2","1","F","1","-24","108",NULL,"2","355","1","1","1"
"357","400","Tropius","200","25","3","5","1",NULL,NULL,"2","1","E","1","-24","108",NULL,"1","357","1","0","0"
"358","402","Chimecho","45","25","3","5","3",NULL,NULL,"3","3","B","1","-24","108",NULL,"2","433","1","0","1"
"359","403","Absol","30","25","3","5","4",NULL,NULL,"4","3","C","1","-24","64",NULL,"1","359","2","0","0"
"360","238","Wynaut","125","20","3","5","2","4",NULL,"1","2","E","1","-24","82",NULL,"1","360","1","1","0"
"361","404","Snorunt","190","20","3","5","2",NULL,NULL,"1","3","A","1","-24","108",NULL,"1","361","1","2","0"
"362","405","Glalie","75","20","3","5","2",NULL,NULL,"1","3","A","1","-24","-22",NULL,"2","361","2","0","1"
"363","407","Spheal","255","20","3","5","4",NULL,NULL,"7","5","E","1","-24","82",NULL,"1","363","1","1","0"
"364","408","Sealeo","120","20","3","5","4",NULL,NULL,"7","5","E","1","-24","82",NULL,"2","363","1","1","1"
"365","409","Walrein","45","20","3","5","4",NULL,NULL,"7","5","E","1","-24","82",NULL,"3","363","1","0","1"
"366","410","Clamperl","255","20","3","5","5",NULL,NULL,"7","5","F","1","-24","82",NULL,"1","366","1","2","0"
"367","411","Huntail","60","20","3","5","5",NULL,NULL,"7","5","F","1","-24","16",NULL,"2","366","1","0","1"
"368","412","Gorebyss","60","20","3","5","5",NULL,NULL,"7","5","F","1","-24","16",NULL,"2","366","1","0","1"
"369","413","Relicanth","25","40","3","7","1",NULL,NULL,"7","5","E","1","-24","16",NULL,"1","369","1","0","0"
"370","414","Luvdisc","225","20","3","4","3",NULL,NULL,"7","5","D","1","-24","82",NULL,"1","370","1","0","0"
"371","415","Bagon","45","40","3","5","1","6",NULL,"6","3","E","1","-24","108",NULL,"1","371","1","1","0"
"372","416","Shelgon","45","40","3","5","1","6",NULL,"6","3","E","1","-24","108",NULL,"2","371","1","1","1"
"373","417","Salamence","45","40","3","5","1","6",NULL,"6","3","E","2","-24","-22",NULL,"3","371","2","0","1"
"374","418","Beldum","3","40","3","1","1","6",NULL,"6","3","E","1","-24","144",NULL,"1","374","1","1","0"
"375","419","Metang","3","40","3","1","1","6",NULL,"6","3","E","1","-24","108",NULL,"2","374","1","1","1"
"376","420","Metagross","3","40","3","1","1","6",NULL,"6","3","E","1","-24","-22",NULL,"3","374","2","0","1"
"377","421","Regirock","3","80","3","1","1","7",NULL,"1","3","E","2","1000",NULL,NULL,"1","377","1","0","0"
"378","422","Regice","3","80","3","1","1","7",NULL,"1","3","E","2","1000",NULL,NULL,"1","378","1","0","0"
"379","423","Registeel","3","80","3","1","1","7",NULL,"1","3","E","2","1000",NULL,NULL,"1","379","1","0","0"
"380","424","Latias","3","120","3","2","1","7",NULL,"9","2","D","2","1000",NULL,NULL,"1","380","2","0","0"
"381","425","Latios","3","120","3","8","1","7",NULL,"9","2","D","2","1000",NULL,NULL,"1","381","2","0","0"
"382","426","Kyogre","3","120","3","1","1","7",NULL,"7","5","E","4","1000",NULL,NULL,"1","382","2","0","0"
"383","427","Groudon","3","120","3","1","1","7",NULL,"6","3","E","4","1000",NULL,NULL,"1","383","2","0","0"
"384","428","Rayquaza","45","120","3","1","1","7",NULL,"5","2","D","4","1000",NULL,NULL,"1","384","2","0","0"
"385","429","Jirachi","3","120","3","1","1","8",NULL,"4","3","B","1","1000",NULL,NULL,"1","385","1","0","0"
"386","430","Deoxys","3","120","3","1","1","8",NULL,"5","3","F","1","1000",NULL,NULL,"1","386","4","0","0"
"387","431","Turtwig","45","20","4","7","4","1",NULL,NULL,"1","E","1","82",NULL,NULL,"1","387","1","1","0"
"388","432","Grotle","45","20","4","7","4","1",NULL,NULL,"1","E","1","-100",NULL,NULL,"2","387","1","1","1"
"389","433","Torterra","45","20","4","7","4","1",NULL,NULL,"1","E","1","-120",NULL,NULL,"3","387","1","0","1"
"390","434","Chimchar","45","20","4","7","4","2",NULL,NULL,"2","C","1","82",NULL,NULL,"1","390","1","1","0"
"391","435","Monferno","45","20","4","7","4","2",NULL,NULL,"2","C","1","-100",NULL,NULL,"2","390","1","1","1"
"392","436","Infernape","45","20","4","7","4","2",NULL,NULL,"2","C","1","-120",NULL,NULL,"3","390","1","0","1"
"393","437","Piplup","45","20","4","7","4","3",NULL,NULL,"4","F","1","82",NULL,NULL,"1","393","1","1","0"
"394","438","Prinplup","45","20","4","7","4","3",NULL,NULL,"4","F","1","-100",NULL,NULL,"2","393","1","1","1"
"395","439","Empoleon","45","20","4","7","4","3",NULL,NULL,"4","F","1","-120",NULL,NULL,"3","393","1","0","1"
"396","440","Starly","255","15","4","5","4",NULL,NULL,NULL,"2","D","1","82","164",NULL,"1","396","1","1","0"
"397","441","Staravia","120","15","4","5","4",NULL,NULL,NULL,"2","D","1","82","164",NULL,"2","396","1","1","1"
"398","442","Staraptor","45","15","4","5","4",NULL,NULL,NULL,"2","D","1","15",NULL,NULL,"3","396","1","0","1"
"399","443","Bidoof","255","15","4","5","2",NULL,NULL,NULL,"2","F","1","82",NULL,NULL,"1","399","1","1","0"
"400","444","Bibarel","127","15","4","5","2",NULL,NULL,NULL,"2","F","1","35",NULL,NULL,"2","399","1","0","1"
"401","445","Kricketot","255","15","4","5","4",NULL,NULL,NULL,"1","G","1","82","164",NULL,"1","401","1","1","0"
"402","446","Kricketune","45","15","4","5","4",NULL,NULL,NULL,"1","G","1","45","90",NULL,"2","401","1","0","1"
"403","447","Shinx","235","20","4","5","4",NULL,NULL,NULL,"2","C","1","82",NULL,NULL,"1","403","1","1","0"
"404","448","Luxio","120","20","4","5","4",NULL,NULL,NULL,"2","C","1","5",NULL,NULL,"2","403","1","1","1"
"405","449","Luxray","45","20","4","5","4",NULL,NULL,NULL,"2","C","1","-120",NULL,NULL,"3","403","1","0","1"
"406","355","Budew","255","20","4","5","4","4",NULL,NULL,"2","H","1","-24","169",NULL,"1","406","1","1","0"
"407","357","Roserade","75","20","4","5","4",NULL,NULL,NULL,"2","H","1","-24","107",NULL,"3","406","1","0","1"
"408","450","Cranidos","45","30","4","7","5","5",NULL,NULL,"3","C","1","120","30",NULL,"1","408","1","1","0"
"409","451","Rampardos","45","30","4","7","5","5",NULL,NULL,"3","C","1","50","30",NULL,"2","408","1","0","1"
"410","452","Shieldon","45","30","4","7","5","5",NULL,NULL,"3","E","1","82","164",NULL,"1","410","1","1","0"
"411","453","Bastiodon","45","30","4","7","5","5",NULL,NULL,"3","E","1","15","30",NULL,"2","410","1","0","1"
"412","454","Burmy","120","15","4","5","2",NULL,NULL,NULL,"1","G","1","82","164",NULL,"1","412","3","2","0"
"413","455","Wormadam","45","15","4","2","2",NULL,NULL,NULL,"1","G","1","82","164",NULL,"2","412","3","0","1"
"414","456","Mothim","45","15","4","8","2",NULL,NULL,NULL,"1","G","1","82","164",NULL,"2","412","1","0","1"
"415","457","Combee","120","15","4","7","4",NULL,NULL,NULL,"1","A","1","64","128",NULL,"1","415","1","1","0"
"416","458","Vespiquen","45","15","4","2","4",NULL,NULL,NULL,"1","A","1","-45",NULL,NULL,"2","415","1","0","1"
"417","459","Pachirisu","200","10","4","5","2",NULL,NULL,NULL,"1","B","1","82","164",NULL,"1","417","1","0","0"
"418","460","Buizel","190","20","4","5","2",NULL,NULL,NULL,"1","F","1","82",NULL,NULL,"1","418","1","1","0"
"419","461","Floatzel","75","20","4","5","2",NULL,NULL,NULL,"3","F","1","5","10",NULL,"2","418","1","0","1"
"420","462","Cherubi","190","20","4","5","2",NULL,NULL,NULL,"3","B","1","82","164",NULL,"1","420","1","1","0"
"421","463","Cherrim","75","20","4","5","2",NULL,NULL,NULL,"2","B","2","15","30",NULL,"2","420","2","0","1"
"422","464","Shellos","190","20","4","5","2",NULL,NULL,NULL,"5","E","1","64","128",NULL,"1","422","2","1","0"
"423","465","Gastrodon","75","20","4","5","2",NULL,NULL,NULL,"5","E","1","82","164",NULL,"2","422","2","0","1"
"424","225","Ambipom","45","20","4","5","3",NULL,NULL,NULL,"4","F","1","-24","108","-64","2","190","1","0","1"
"425","466","Drifloon","125","30","4","5","6",NULL,NULL,NULL,"4","G","1","25","50",NULL,"1","425","1","1","0"
"426","467","Drifblim","60","30","4","5","6",NULL,NULL,NULL,"1","G","1","25","50",NULL,"2","425","1","0","1"
"427","468","Buneary","190","20","4","5","2",NULL,NULL,NULL,"2","D","1","82","164",NULL,"1","427","1","1","0"
"428","469","Lopunny","60","20","4","5","2",NULL,NULL,NULL,"2","D","1","-120",NULL,NULL,"2","427","2","0","1"
"429","236","Mismagius","45","25","4","5","3",NULL,NULL,NULL,"1","G","1","-24","107",NULL,"2","200","1","0","1"
"430","234","Honchkrow","30","20","4","5","4",NULL,NULL,NULL,"1","D","1","-24","107",NULL,"2","198","1","0","1"
"431","470","Glameow","190","20","4","4","3",NULL,NULL,NULL,"2","G","1","120","30",NULL,"1","431","1","1","0"
"432","471","Purugly","75","20","4","4","3",NULL,NULL,NULL,"2","G","1","50","30",NULL,"2","431","1","0","1"
"433","401","Chingling","120","25","4","5","3","4",NULL,NULL,"2","B","1","-24","82",NULL,"1","433","1","1","0"
"434","472","Stunky","225","20","4","5","2",NULL,NULL,NULL,"3","G","1","82",NULL,NULL,"1","434","1","1","0"
"435","473","Skuntank","60","20","4","5","2",NULL,NULL,NULL,"3","G","1","5",NULL,NULL,"2","434","1","0","1"
"436","474","Bronzor","255","20","4","1","2",NULL,NULL,NULL,"3","E","1","82","164",NULL,"1","436","1","1","0"
"437","475","Bronzong","90","20","4","1","2",NULL,NULL,NULL,"3","E","1","15","30",NULL,"2","436","1","0","1"
"438","219","Bonsly","255","20","4","5","2","4",NULL,NULL,"2","E","1","-24","82",NULL,"1","438","1","1","0"
"439","142","Mime Jr.","145","25","4","5","2","4",NULL,NULL,"2","F","1","-24","169",NULL,"1","439","1","1","0"
"440","129","Happiny","130","40","4","2","3","4",NULL,NULL,"2","H","1","-24","169",NULL,"1","440","1","1","0"
"441","476","Chatot","30","20","4","5","4",NULL,NULL,NULL,"2","B","1","-100",NULL,NULL,"1","441","1","0","0"
"442","477","Spiritomb","100","30","4","5","2",NULL,NULL,NULL,"2","G","1","-100","-100",NULL,"1","442","1","0","0"
"443","478","Gible","45","40","4","5","1","6",NULL,NULL,"3","C","1","82",NULL,NULL,"1","443","1","1","0"
"444","479","Gabite","45","40","4","5","1","6",NULL,NULL,"3","C","1","82","164",NULL,"2","443","1","1","1"
"445","480","Garchomp","45","40","4","5","1","6",NULL,NULL,"4","C","1","5","10",NULL,"3","443","2","0","1"
"446","179","Munchlax","50","40","4","7","1","4",NULL,NULL,"4","E","1","-24","82",NULL,"1","446","1","1","0"
"447","481","Riolu","75","25","4","7","4","4",NULL,NULL,"2","C","1","-999","-888",NULL,"1","447","1","1","0"
"448","482","Lucario","45","25","4","7","4",NULL,NULL,NULL,"2","C","1","-999","-888",NULL,"2","447","2","0","1"
"449","483","Hippopotas","140","30","4","5","1",NULL,NULL,NULL,"2","E","1","82","164",NULL,"1","449","2","1","0"
"450","484","Hippowdon","60","30","4","5","1",NULL,NULL,NULL,"5","E","1","82","164",NULL,"2","449","2","0","1"
"451","485","Skorupi","120","20","4","5","1",NULL,NULL,NULL,"5","C","1","82","164",NULL,"1","451","1","1","0"
"452","486","Drapion","45","20","4","5","1",NULL,NULL,NULL,"5","C","1","-120",NULL,NULL,"2","451","1","0","1"
"453","487","Croagunk","140","10","4","5","2",NULL,NULL,NULL,"1","F","1","120","30",NULL,"1","453","1","1","0"
"454","488","Toxicroak","75","20","4","5","2",NULL,NULL,NULL,"3","F","1","50","30",NULL,"2","453","1","0","1"
"455","489","Carnivine","200","25","4","5","1",NULL,NULL,NULL,"3","A","1","82","164",NULL,"1","455","1","0","0"
"456","490","Finneon","190","20","4","5","5",NULL,NULL,NULL,"3","A","1","82","164",NULL,"1","456","1","1","0"
"457","491","Lumineon","75","20","4","5","5",NULL,NULL,NULL,"3","A","1","82","164",NULL,"2","456","1","0","1"
"458","270","Mantyke","25","25","4","5","1","4",NULL,NULL,"3","H","1","-24","82",NULL,"1","458","1","1","0"
"459","492","Snover","120","20","4","5","1",NULL,NULL,NULL,"3","E","1","82",NULL,NULL,"1","459","1","1","0"
"460","493","Abomasnow","60","20","4","5","1",NULL,NULL,NULL,"3","E","1","-100",NULL,NULL,"2","459","2","0","1"
"461","255","Weavile","45","20","4","5","4",NULL,NULL,NULL,"3","F","1","-24","82",NULL,"2","215","1","0","1"
"462","92","Magnezone","30","20","4","1","2",NULL,NULL,NULL,"3","A","1","-24","107",NULL,"3","81","1","0","1"
"463","123","Lickilicky","30","20","4","5","2",NULL,NULL,NULL,"2","G","1","-24","108","-64","2","108","1","0","1"
"464","128","Rhyperior","30","20","4","5","1",NULL,NULL,NULL,"3","E","2","-24","107",NULL,"3","111","1","0","1"
"465","133","Tangrowth","30","20","4","5","2",NULL,NULL,NULL,"1","G","1","-24","107",NULL,"2","114","1","0","1"
"466","152","Electivire","30","25","4","6","2",NULL,NULL,NULL,"3","C","1","-24","107",NULL,"3","239","1","0","1"
"467","155","Magmortar","30","25","4","6","2",NULL,NULL,NULL,"3","C","1","-24","107",NULL,"3","240","1","0","1"
"468","210","Togekiss","30","10","4","7","3",NULL,NULL,NULL,"2","H","1","-24","107",NULL,"3","175","1","0","1"
"469","229","Yanmega","30","20","4","5","2",NULL,NULL,NULL,"2","D","1","-24","107",NULL,"2","193","1","0","1"
"470","168","Leafeon","45","35","4","7","2",NULL,NULL,NULL,"2","F","1","-24","107",NULL,"2","133","1","0","1"
